idx,id,sci_name,com_name,class,order
0,3,Abeillia abeillei,Emerald-chinned Hummingbird,Aves,Apodiformes
1,5,Abroscopus albogularis,Rufous-faced Warbler,Aves,Passeriformes
2,6,Abroscopus schisticeps,Black-faced Warbler,Aves,Passeriformes
3,7,Abroscopus superciliaris,Yellow-bellied Warbler,Aves,Passeriformes
4,9,Aburria aburri,Wattled Guan,Aves,Galliformes
5,12,Acanthagenys rufogularis,Spiny-cheeked Honeyeater,Aves,Passeriformes
6,13,Acanthidops bairdi,Peg-billed Finch,Aves,Passeriformes
7,15,Acanthis cabaret,Acanthis cabaret,Aves,Passeriformes
8,16,Acanthis flammea,Redpoll,Aves,Passeriformes
9,18,Acanthis hornemanni,Acanthis hornemanni,Aves,Passeriformes
10,19,Acanthisitta chloris,Rifleman,Aves,Passeriformes
11,20,Acanthiza apicalis,Inland Thornbill,Aves,Passeriformes
12,21,Acanthiza chrysorrhoa,Yellow-rumped Thornbill,Aves,Passeriformes
13,22,Acanthiza cinerea,Grey Thornbill,Aves,Passeriformes
14,23,Acanthiza ewingii,Tasmanian Thornbill,Aves,Passeriformes
15,24,Acanthiza inornata,Western Thornbill,Aves,Passeriformes
16,25,Acanthiza iredalei,Slender-billed Thornbill,Aves,Passeriformes
17,26,Acanthiza katherina,Mountain Thornbill,Aves,Passeriformes
18,27,Acanthiza lineata,Striated Thornbill,Aves,Passeriformes
19,28,Acanthiza murina,New Guinea Thornbill,Aves,Passeriformes
20,29,Acanthiza nana,Yellow Thornbill,Aves,Passeriformes
21,30,Acanthiza pusilla,Brown Thornbill,Aves,Passeriformes
22,31,Acanthiza reguloides,Buff-rumped Thornbill,Aves,Passeriformes
23,32,Acanthiza robustirostris,Slaty-backed Thornbill,Aves,Passeriformes
24,33,Acanthiza uropygialis,Chestnut-rumped Thornbill,Aves,Passeriformes
25,40,Acanthorhynchus superciliosus,Western Spinebill,Aves,Passeriformes
26,41,Acanthorhynchus tenuirostris,Eastern Spinebill,Aves,Passeriformes
27,42,Acanthornis magna,Scrubtit,Aves,Passeriformes
28,45,Acanthoventris drewseni,Acanthoventris drewseni,Insecta,Hemiptera
29,48,Tachyspiza albogularis,Pied Goshawk,Aves,Accipitriformes
30,49,Astur atricapillus,American Goshawk,Aves,Falconiformes
31,50,Astur gentilis,Eurasian Goshawk,Aves,Accipitriformes
32,51,Tachyspiza badia,Shikra,Aves,Accipitriformes
33,52,Astur bicolor,Bicolored Hawk,Aves,Accipitriformes
34,53,Tachyspiza brevipes,Levant Sparrowhawk,Aves,Accipitriformes
35,55,Astur chilensis,Chilean Hawk,Aves,Accipitriformes
36,56,Accipiter chionogaster,White-breasted Hawk,Aves,Accipitriformes
37,57,Tachyspiza cirrocephala,Collared Sparrowhawk,Aves,Accipitriformes
38,58,Microspizias collaris,Semicollared Hawk,Aves,Accipitriformes
39,60,Astur cooperii,Cooper's Hawk,Aves,Accipitriformes
40,61,Tachyspiza erythrauchen,Rufous-necked Sparrowhawk,Aves,Accipitriformes
41,62,Accipiter erythronemius,Rufous-thighed Hawk,Aves,Accipitriformes
42,64,Tachyspiza fasciata,Brown Goshawk,Aves,Accipitriformes
43,65,Tachyspiza francesiae,Frances's Sparrowhawk,Aves,Accipitriformes
44,67,Tachyspiza gularis,Japanese Sparrowhawk,Aves,Accipitriformes
45,68,Astur gundlachi,Gundlach's Hawk,Aves,Accipitriformes
46,69,Tachyspiza haplochroa,White-bellied Goshawk,Aves,Accipitriformes
47,70,Tachyspiza henicogramma,Moluccan Goshawk,Aves,Accipitriformes
48,71,Astur henstii,Henst's Goshawk,Aves,Accipitriformes
49,72,Tachyspiza hiogaster,Variable Goshawk,Aves,Accipitriformes
50,73,Accipiter madagascariensis,Madagascar Sparrowhawk,Aves,Accipitriformes
51,75,Astur melanoleucus,Black Sparrowhawk,Aves,Accipitriformes
52,77,Tachyspiza minulla,Little Sparrowhawk,Aves,Accipitriformes
53,79,Accipiter nisus,Eurasian Sparrowhawk,Aves,Accipitriformes
54,80,Tachyspiza novaehollandiae,Grey Goshawk,Aves,Accipitriformes
55,81,Accipiter ovampensis,Ovambo Sparrowhawk,Aves,Accipitriformes
56,83,Accipiter poliogaster,Grey-bellied Hawk,Aves,Accipitriformes
57,84,Tachyspiza rhodogaster,Vinous-breasted Sparrowhawk,Aves,Accipitriformes
58,85,Tachyspiza rufitorques,Fiji Goshawk,Aves,Accipitriformes
59,86,Accipiter rufiventris,Rufous-breasted Sparrowhawk,Aves,Accipitriformes
60,87,Tachyspiza soloensis,Chinese Sparrowhawk,Aves,Accipitriformes
61,88,Accipiter striatus,Sharp-shinned Hawk,Aves,Accipitriformes
62,89,Microspizias superciliosus,Tiny Hawk,Aves,Accipitriformes
63,91,Aerospiza tachiro,African Goshawk,Aves,Accipitriformes
64,92,Accipiter toussenelii,Accipiter toussenelii,Aves,Accipitriformes
65,93,Tachyspiza trinotata,Spot-tailed Sparrowhawk,Aves,Accipitriformes
66,94,Lophospiza trivirgata,Crested Goshawk,Aves,Accipitriformes
67,95,Accipiter ventralis,Plain-breasted Hawk,Aves,Accipitriformes
68,96,Tachyspiza virgata,Besra,Aves,Accipitriformes
69,104,Rhabdotorrhinus corrugatus,Wrinkled Hornbill,Aves,Bucerotiformes
70,106,Aceros nipalensis,Rufous-necked Hornbill,Aves,Bucerotiformes
71,107,Achaetops pycnopygius,Rockrunner,Aves,Passeriformes
72,108,Acherontia atropos,Acherontia atropos,Insecta,Lepidoptera
73,110,Acheta domesticus,House cricket,Insecta,Orthoptera
74,113,Acheta rufopictus,Acheta rufopictus,Insecta,Orthoptera
75,117,Acrididae,Short-horned Grasshoppers,Insecta,Orthoptera
76,119,Acridotheres burmannicus,Burmese Myna,Aves,Passeriformes
77,120,Acridotheres cristatellus,Crested Myna,Aves,Passeriformes
78,121,Acridotheres fuscus,Jungle Myna,Aves,Passeriformes
79,122,Acridotheres ginginianus,Bank Myna,Aves,Passeriformes
80,123,Acridotheres grandis,Great Myna,Aves,Passeriformes
81,124,Acridotheres javanicus,Javan Myna,Aves,Passeriformes
82,125,Acridotheres leucocephalus,Vinous-breasted Myna,Aves,Passeriformes
83,127,Acridotheres tristis,Common Myna,Aves,Passeriformes
84,129,Acris blanchardi,Acris blanchardi,Amphibia,Anura
85,130,Acris crepitans,Northern Cricket Frog,Amphibia,Anura
86,131,Acris gryllus,Southern Cricket Frog,Amphibia,Anura
87,132,Acris,Acris,Amphibia,Anura
88,133,Acritillas indica,Yellow-browed Bulbul,Aves,Passeriformes
89,136,Acrobatornis fonsecai,Pink-legged Graveteiro,Aves,Passeriformes
90,138,Acrocephalus agricola,Paddyfield Warbler,Aves,Passeriformes
91,139,Acrocephalus arundinaceus,Great Reed Warbler,Aves,Passeriformes
92,140,Acrocephalus atyphus,Tuamotu Reed Warbler,Aves,Passeriformes
93,141,Acrocephalus australis,Australian Reed Warbler,Aves,Passeriformes
94,142,Acrocephalus baeticatus,Acrocephalus baeticatus,Aves,Passeriformes
95,143,Acrocephalus bistrigiceps,Black-browed Reed Warbler,Aves,Passeriformes
96,144,Acrocephalus brevipennis,Cape Verde Warbler,Aves,Passeriformes
97,145,Acrocephalus caffer,Tahiti Reed Warbler,Aves,Passeriformes
98,146,Acrocephalus concinens,Blunt-winged Warbler,Aves,Passeriformes
99,147,Acrocephalus dumetorum,Blyth's Reed Warbler,Aves,Passeriformes
100,149,Acrocephalus gracilirostris,Lesser Swamp Warbler,Aves,Passeriformes
101,150,Acrocephalus griseldis,Basra Reed Warbler,Aves,Passeriformes
102,151,Acrocephalus hiwae,Saipan Reed Warbler,Aves,Passeriformes
103,152,Acrocephalus kerearako,Cook Reed Warbler,Aves,Passeriformes
104,153,Acrocephalus melanopogon,Moustached Warbler,Aves,Passeriformes
105,154,Acrocephalus mendanae,Southern Marquesan Reed Warbler,Aves,Passeriformes
106,155,Acrocephalus newtoni,Madagascar Swamp Warbler,Aves,Passeriformes
107,156,Acrocephalus orientalis,Oriental Reed Warbler,Aves,Passeriformes
108,157,Acrocephalus orinus,Large-billed Reed Warbler,Aves,Passeriformes
109,158,Acrocephalus paludicola,Aquatic Warbler,Aves,Passeriformes
110,159,Acrocephalus palustris,Marsh Warbler,Aves,Passeriformes
111,160,Acrocephalus percernis,Northern Marquesan Reed Warbler,Aves,Passeriformes
112,161,Acrocephalus rehsei,Nauru Reed Warbler,Aves,Passeriformes
113,162,Acrocephalus rimitarae,Rimatara Reed Warbler,Aves,Passeriformes
114,163,Acrocephalus rodericanus,Rodrigues Warbler,Aves,Passeriformes
115,164,Acrocephalus rufescens,Greater Swamp Warbler,Aves,Passeriformes
116,165,Acrocephalus schoenobaenus,Sedge Warbler,Aves,Passeriformes
117,166,Acrocephalus scirpaceus,Common Reed Warbler,Aves,Passeriformes
118,167,Acrocephalus sechellensis,Seychelles Warbler,Aves,Passeriformes
119,168,Acrocephalus stentoreus,Clamorous Reed Warbler,Aves,Passeriformes
120,169,Acrocephalus syrinx,Caroline Reed Warbler,Aves,Passeriformes
121,171,Acrocephalus tangorum,Manchurian Reed Warbler,Aves,Passeriformes
122,179,Acrometopa macropoda,Acrometopa macropoda,Insecta,Orthoptera
123,180,Acrometopa servillea,Acrometopa servillea,Insecta,Orthoptera
124,182,Acropternis orthonyx,Ocellated Tapaculo,Aves,Passeriformes
125,183,Acryllium vulturinum,Vulturine Guineafowl,Aves,Galliformes
126,185,Actenoides concretus,Rufous-collared Kingfisher,Aves,Coraciiformes
127,186,Actenoides hombroni,Blue-capped Kingfisher,Aves,Coraciiformes
128,187,Actenoides lindsayi,Spotted Wood Kingfisher,Aves,Coraciiformes
129,188,Actenoides monachus,Green-backed Kingfisher,Aves,Coraciiformes
130,189,Actenoides princeps,Scaly-breasted Kingfisher,Aves,Coraciiformes
131,190,Actinodura cyanouroptera,Blue-winged Minla,Aves,Passeriformes
132,192,Actinodura egertoni,Rusty-fronted Barwing,Aves,Passeriformes
133,193,Actinodura morrisoniana,Taiwan Barwing,Aves,Passeriformes
134,194,Actinodura nipalensis,Hoary-throated Barwing,Aves,Passeriformes
135,195,Actinodura ramsayi,Spectacled Barwing,Aves,Passeriformes
136,196,Actinodura sodangorum,Black-crowned Barwing,Aves,Passeriformes
137,197,Actinodura souliei,Streaked Barwing,Aves,Passeriformes
138,198,Actinodura strigula,Bar-throated Minla,Aves,Passeriformes
139,199,Actinodura waldeni,Streak-throated Barwing,Aves,Passeriformes
140,201,Actitis hypoleucos,Common Sandpiper,Aves,Charadriiformes
141,202,Actitis macularius,Spotted Sandpiper,Aves,Charadriiformes
142,203,Actophilornis africanus,African Jacana,Aves,Charadriiformes
143,207,Adelomyia melanogenys,Speckled Hummingbird,Aves,Apodiformes
144,212,Adelotus brevis,Adelotus brevis,Amphibia,Anura
145,215,Adenomera andreae,Adenomera andreae,Amphibia,Anura
146,216,Adenomera araucaria,Adenomera araucaria,Amphibia,Anura
147,218,Adenomera diptyx,Adenomera diptyx,Amphibia,Anura
148,220,Adenomera hylaedactyla,Adenomera hylaedactyla,Amphibia,Anura
149,221,Adenomera marmorata,Adenomera marmorata,Amphibia,Anura
150,222,Adenomera nana,Adenomera nana,Amphibia,Anura
151,224,Adenomera,Adenomera,Amphibia,Anura
152,227,Aechmophorus clarkii,Clark's Grebe,Aves,Podicipediformes
153,228,Aechmophorus occidentalis,Western Grebe,Aves,Podicipediformes
154,230,Aegithalos bonvaloti,Black-browed Bushtit,Aves,Passeriformes
155,231,Aegithalos caudatus,Long-tailed Tit,Aves,Passeriformes
156,232,Aegithalos concinnus,Black-throated Bushtit,Aves,Passeriformes
157,233,Aegithalos exilis,Pygmy Bushtit,Aves,Passeriformes
158,234,Aegithalos fuliginosus,Sooty Bushtit,Aves,Passeriformes
159,235,Aegithalos glaucogularis,Silver-throated Bushtit,Aves,Passeriformes
160,236,Aegithalos iouschistos,Rufous-fronted Bushtit,Aves,Passeriformes
161,238,Aegithalos niveogularis,White-throated Bushtit,Aves,Passeriformes
162,239,Aegithalos sharpei,Burmese Bushtit,Aves,Passeriformes
163,240,Aegithina lafresnayei,Great Iora,Aves,Passeriformes
164,241,Aegithina nigrolutea,Marshall's Iora,Aves,Passeriformes
165,242,Aegithina tiphia,Common Iora,Aves,Passeriformes
166,243,Aegithina viridissima,Green Iora,Aves,Passeriformes
167,244,Aegolius acadicus,Northern Saw-whet Owl,Aves,Strigiformes
168,245,Aegolius funereus,Boreal Owl,Aves,Strigiformes
169,246,Aegolius harrisii,Buff-fronted Owl,Aves,Strigiformes
170,247,Aegolius ridgwayi,Unspotted Saw-whet Owl,Aves,Strigiformes
171,248,Aegotheles albertisi,Mountain Owlet-nightjar,Aves,Apodiformes
172,249,Aegotheles bennettii,Barred Owlet-nightjar,Aves,Apodiformes
173,250,Aegotheles crinifrons,Moluccan Owlet-nightjar,Aves,Apodiformes
174,251,Aegotheles cristatus,Australian Owlet-nightjar,Aves,Apodiformes
175,252,Aegotheles insignis,Feline Owlet-nightjar,Aves,Apodiformes
176,253,Aegotheles tatei,Starry Owlet-nightjar,Aves,Apodiformes
177,254,Aegotheles wallacii,Wallace's Owlet-nightjar,Aves,Apodiformes
178,255,Aegypius monachus,Cinereous Vulture,Aves,Accipitriformes
179,256,Aenigmatolimnas marginalis,Striped Crake,Aves,Gruiformes
180,263,Aepyceros melampus,Impala,Mammalia,Artiodactyla
181,267,Aerodramus brevirostris,Himalayan Swiftlet,Aves,Apodiformes
182,271,Aerodramus fuciphagus,Edible-nest Swiftlet,Aves,Apodiformes
183,272,Aerodramus germani,Aerodramus germani,Aves,Apodiformes
184,273,Aerodramus hirundinaceus,Mountain Swiftlet,Aves,Apodiformes
185,275,Aerodramus inquietus,Caroline Swiftlet,Aves,Apodiformes
186,278,Aerodramus mearnsi,Philippine Swiftlet,Aves,Apodiformes
187,282,Aerodramus sawtelli,Atiu Swiftlet,Aves,Apodiformes
188,284,Aerodramus spodiopygius,White-rumped Swiftlet,Aves,Apodiformes
189,285,Aerodramus terraereginae,Australian Swiftlet,Aves,Apodiformes
190,286,Aerodramus unicolor,Indian Swiftlet,Aves,Apodiformes
191,287,Aerodramus vanikorensis,Uniform Swiftlet,Aves,Apodiformes
192,288,Aeronautes andecolus,Andean Swift,Aves,Apodiformes
193,289,Aeronautes montivagus,White-tipped Swift,Aves,Apodiformes
194,290,Aeronautes saxatalis,White-throated Swift,Aves,Apodiformes
195,291,Aeropedellus clavatus,Aeropedellus clavatus,Insecta,Orthoptera
196,297,Aethia cristatella,Crested Auklet,Aves,Charadriiformes
197,298,Aethia psittacula,Parakeet Auklet,Aves,Charadriiformes
198,299,Aethia pusilla,Least Auklet,Aves,Charadriiformes
199,300,Aethia pygmaea,Whiskered Auklet,Aves,Charadriiformes
200,301,Aethomyias arfakianus,Grey-green Scrubwren,Aves,Passeriformes
201,302,Aethomyias nigrorufus,Bicolored Scrubwren,Aves,Passeriformes
202,303,Aethomyias papuensis,Papuan Scrubwren,Aves,Passeriformes
203,305,Aethomyias perspicillatus,Buff-faced Scrubwren,Aves,Passeriformes
204,306,Aethomyias rufescens,Vogelkop Scrubwren,Aves,Passeriformes
205,308,Aethopyga bella,Handsome Sunbird,Aves,Passeriformes
206,309,Aethopyga boltoni,Apo Sunbird,Aves,Passeriformes
207,310,Aethopyga christinae,Fork-tailed Sunbird,Aves,Passeriformes
208,312,Aethopyga duyvenbodei,Elegant Sunbird,Aves,Passeriformes
209,313,Aethopyga eximia,White-flanked Sunbird,Aves,Passeriformes
210,314,Aethopyga flagrans,Flaming Sunbird,Aves,Passeriformes
211,315,Aethopyga gouldiae,Mrs. Gould's Sunbird,Aves,Passeriformes
212,316,Aethopyga guimarasensis,Maroon-naped Sunbird,Aves,Passeriformes
213,317,Aethopyga ignicauda,Fire-tailed Sunbird,Aves,Passeriformes
214,318,Aethopyga jefferyi,Aethopyga jefferyi,Aves,Passeriformes
215,320,Aethopyga magnifica,Magnificent Sunbird,Aves,Passeriformes
216,321,Aethopyga mystacalis,Javan Sunbird,Aves,Passeriformes
217,322,Aethopyga nipalensis,Green-tailed Sunbird,Aves,Passeriformes
218,324,Aethopyga pulcherrima,Metallic-winged Sunbird,Aves,Passeriformes
219,325,Aethopyga saturata,Black-throated Sunbird,Aves,Passeriformes
220,326,Aethopyga shelleyi,Lovely Sunbird,Aves,Passeriformes
221,327,Aethopyga siparaja,Crimson Sunbird,Aves,Passeriformes
222,328,Aethopyga temminckii,Temminck's Sunbird,Aves,Passeriformes
223,330,Aethopyga vigorsii,Vigors's Sunbird,Aves,Passeriformes
224,335,Afrixalus delicatus,Afrixalus delicatus,Amphibia,Anura
225,337,Afrixalus fornasini,Afrixalus fornasini,Amphibia,Anura
226,349,Afropavo congensis,Congo Peafowl,Aves,Galliformes
227,350,Afrotis afra,Southern Black Korhaan,Aves,Otidiformes
228,352,Afrotis afraoides,Northern Black Korhaan,Aves,Otidiformes
229,355,Agalychnis callidryas,Red-eyed Treefrog,Amphibia,Anura
230,356,Agalychnis dacnicolor,Agalychnis dacnicolor,Amphibia,Anura
231,358,Agalychnis moreletii,Agalychnis moreletii,Amphibia,Anura
232,363,Agamia agami,Agami Heron,Aves,Pelecaniformes
233,367,Agapornis canus,Grey-headed Lovebird,Aves,Psittaciformes
234,368,Agapornis fischeri,Fischer's Lovebird,Aves,Psittaciformes
235,369,Agapornis lilianae,Lilian's Lovebird,Aves,Psittaciformes
236,370,Agapornis nigrigenis,Black-cheeked Lovebird,Aves,Psittaciformes
237,371,Agapornis personatus,Yellow-collared Lovebird,Aves,Psittaciformes
238,372,Agapornis pullarius,Red-headed Lovebird,Aves,Psittaciformes
239,373,Agapornis roseicollis,Rosy-faced Lovebird,Aves,Psittaciformes
240,375,Agapornis taranta,Black-winged Lovebird,Aves,Psittaciformes
241,376,Agelaioides badius,Greyish Baywing,Aves,Passeriformes
242,377,Agelaioides fringillarius,Pale Baywing,Aves,Passeriformes
243,378,Oreopsar bolivianus,Bolivian Blackbird,Aves,Passeriformes
244,379,Agelaius assimilis,Red-shouldered Blackbird,Aves,Passeriformes
245,380,Agelaius humeralis,Tawny-shouldered Blackbird,Aves,Passeriformes
246,381,Agelaius phoeniceus,Red-winged Blackbird,Aves,Passeriformes
247,382,Agelaius tricolor,Tricolored Blackbird,Aves,Passeriformes
248,383,Agelaius xanthomus,Yellow-shouldered Blackbird,Aves,Passeriformes
249,386,Agelasticus cyanopus,Unicolored Blackbird,Aves,Passeriformes
250,387,Agelasticus thilius,Yellow-winged Blackbird,Aves,Passeriformes
251,388,Agelasticus xanthophthalmus,Pale-eyed Blackbird,Aves,Passeriformes
252,390,Aglaeactis aliciae,Purple-backed Sunbeam,Aves,Apodiformes
253,392,Aglaeactis cupripennis,Shining Sunbeam,Aves,Apodiformes
254,393,Aglaeactis pamela,Black-hooded Sunbeam,Aves,Apodiformes
255,395,Aglaiocercus coelestis,Violet-tailed Sylph,Aves,Apodiformes
256,396,Aglaiocercus kingii,Long-tailed Sylph,Aves,Apodiformes
257,397,Aglais io,Aglais io,Insecta,Lepidoptera
258,401,Aglaothorax morsei,Aglaothorax morsei,Insecta,Orthoptera
259,402,Aglaothorax ovata,ovate shieldback,Insecta,Orthoptera
260,407,Agricola pallidus,Pale Flycatcher,Aves,Passeriformes
261,409,Agriornis albicauda,White-tailed Shrike-Tyrant,Aves,Passeriformes
262,410,Agriornis lividus,Great Shrike-Tyrant,Aves,Passeriformes
263,411,Agriornis micropterus,Grey-bellied Shrike-Tyrant,Aves,Passeriformes
264,412,Agriornis montanus,Black-billed Shrike-Tyrant,Aves,Passeriformes
265,415,Agropsar philippensis,Chestnut-cheeked Starling,Aves,Passeriformes
266,416,Agropsar sturninus,Daurian Starling,Aves,Passeriformes
267,419,Ailuroedus arfakianus,Arfak Catbird,Aves,Passeriformes
268,422,Ailuroedus crassirostris,Green Catbird,Aves,Passeriformes
269,423,Ailuroedus geislerorum,Tan-capped Catbird,Aves,Passeriformes
270,425,Ailuroedus maculosus,Spotted Catbird,Aves,Passeriformes
271,426,Ailuroedus melanocephalus,Black-capped Catbird,Aves,Passeriformes
272,427,Ailuroedus melanotis,Black-eared Catbird,Aves,Passeriformes
273,428,Ailuroedus stonii,Ochre-breasted Catbird,Aves,Passeriformes
274,429,Ailuropoda melanoleuca,Ailuropoda melanoleuca,Mammalia,Carnivora
275,432,Aimophila notosticta,Oaxaca Sparrow,Aves,Passeriformes
276,433,Aimophila rufescens,Rusty Sparrow,Aves,Passeriformes
277,434,Aimophila ruficeps,Rufous-crowned Sparrow,Aves,Passeriformes
278,436,Aix galericulata,Mandarin Duck,Aves,Anseriformes
279,437,Aix sponsa,Wood Duck,Aves,Anseriformes
280,440,Akletos goeldii,Goeldi's Antbird,Aves,Passeriformes
281,441,Akletos melanoceps,White-shouldered Antbird,Aves,Passeriformes
282,442,Alaemon alaudipes,Greater Hoopoe-Lark,Aves,Passeriformes
283,444,Alauda arvensis,Eurasian Skylark,Aves,Passeriformes
284,445,Alauda gulgula,Oriental Skylark,Aves,Passeriformes
285,446,Alauda leucoptera,White-winged Lark,Aves,Passeriformes
286,448,Alaudala athensis,Athi Short-toed Lark,Aves,Passeriformes
287,449,Alaudala cheleensis,Asian Short-toed Lark,Aves,Passeriformes
288,450,Alaudala heinei,Turkestan Short-toed Lark,Aves,Passeriformes
289,451,Alaudala rufescens,Mediterranean Short-toed Lark,Aves,Passeriformes
290,453,Alaudala raytal,Sand Lark,Aves,Passeriformes
291,454,Alaudala somalica,Somali Short-toed Lark,Aves,Passeriformes
292,456,Albarracinia zapaterii,Albarracinia zapaterii,Insecta,Orthoptera
293,459,Alca torda,Razorbill,Aves,Charadriiformes
294,460,Alcedo atthis,Common Kingfisher,Aves,Coraciiformes
295,461,Alcedo coerulescens,Cerulean Kingfisher,Aves,Coraciiformes
296,462,Alcedo euryzona,Javan Blue-banded Kingfisher,Aves,Coraciiformes
297,463,Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Aves,Coraciiformes
298,465,Alcedo meninting,Blue-eared Kingfisher,Aves,Coraciiformes
299,466,Alcedo quadribrachys,Shining-blue Kingfisher,Aves,Coraciiformes
300,467,Alcedo semitorquata,Half-collared Kingfisher,Aves,Coraciiformes
301,468,Alces alces,Moose,Mammalia,Artiodactyla
302,470,Schoeniparus brunneus,Dusky Fulvetta,Aves,Passeriformes
303,471,Alcippe brunneicauda,Brown Fulvetta,Aves,Passeriformes
304,472,Schoeniparus castaneceps,Rufous-winged Fulvetta,Aves,Passeriformes
305,473,Schoeniparus cinereus,Yellow-throated Fulvetta,Aves,Passeriformes
306,474,Alcippe davidi,David's Fulvetta,Aves,Passeriformes
307,475,Schoeniparus dubius,Rusty-capped Fulvetta,Aves,Passeriformes
308,476,Alcippe fratercula,Yunnan Fulvetta,Aves,Passeriformes
309,477,Alcippe grotei,Black-browed Fulvetta,Aves,Passeriformes
310,478,Alcippe hueti,Huet's Fulvetta,Aves,Passeriformes
311,479,Schoeniparus klossi,Black-crowned Fulvetta,Aves,Passeriformes
312,480,Alcippe morrisonia,Grey-cheeked Fulvetta,Aves,Passeriformes
313,481,Alcippe nipalensis,Nepal Fulvetta,Aves,Passeriformes
314,482,Alcippe peracensis,Mountain Fulvetta,Aves,Passeriformes
315,483,Alcippe poioicephala,Brown-cheeked Fulvetta,Aves,Passeriformes
316,484,Alcippe pyrrhoptera,Javan Fulvetta,Aves,Passeriformes
317,485,Schoeniparus rufogularis,Rufous-throated Fulvetta,Aves,Passeriformes
318,487,Alcurus striatus,Striated Bulbul,Aves,Passeriformes
319,491,Aleadryas rufinucha,Rufous-naped Bellbird,Aves,Passeriformes
320,493,Alectoris barbara,Barbary Partridge,Aves,Galliformes
321,494,Alectoris chukar,Chukar Partridge,Aves,Galliformes
322,495,Alectoris graeca,Rock Partridge,Aves,Galliformes
323,496,Alectoris magna,Przevalski's Partridge,Aves,Galliformes
324,497,Alectoris melanocephala,Arabian Partridge,Aves,Galliformes
325,498,Alectoris philbyi,Philby's Partridge,Aves,Galliformes
326,499,Alectoris rufa,Red-legged Partridge,Aves,Galliformes
327,501,Alectroenas pulcherrimus,Seychelles Blue Pigeon,Aves,Columbiformes
328,503,Alectrurus risora,Strange-tailed Tyrant,Aves,Passeriformes
329,504,Alectrurus tricolor,Cock-tailed Tyrant,Aves,Passeriformes
330,505,Alectura lathami,Australian Brushturkey,Aves,Galliformes
331,506,Aleeta curvicosta,Aleeta curvicosta,Insecta,Hemiptera
332,507,Alethe castanea,Fire-crested Alethe,Aves,Passeriformes
333,508,Alethe diademata,White-tailed Alethe,Aves,Passeriformes
334,510,Alipiopsitta xanthops,Yellow-faced Parrot,Aves,Psittaciformes
335,512,Alisterus chloropterus,Papuan King Parrot,Aves,Psittaciformes
336,513,Alisterus scapularis,Australian King Parrot,Aves,Psittaciformes
337,514,Alle alle,Little Auk,Aves,Charadriiformes
338,515,Allenia fusca,Scaly-breasted Thrasher,Aves,Passeriformes
339,517,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia
340,518,Alligator sinensis,Alligator sinensis,Reptilia,Crocodylia
341,523,Allobates femoralis,Allobates femoralis,Amphibia,Anura
342,526,Allobates marchesianus,Allobates marchesianus,Amphibia,Anura
343,532,Allobates talamancae,Allobates talamancae,Amphibia,Anura
344,538,Allonemobius allardi,Allard's ground cricket,Insecta,Orthoptera
345,539,Allonemobius fasciatus,Striped Ground Cricket,Insecta,Orthoptera
346,541,Allonemobius griseus,Allonemobius griseus,Insecta,Orthoptera
347,542,Allonemobius maculatus,Larger Spotted Ground Cricket,Insecta,Orthoptera
348,543,Allonemobius shalontaki,Allonemobius shalontaki,Insecta,Orthoptera
349,544,Allonemobius socius,southern ground cricket,Insecta,Orthoptera
350,545,Allonemobius sparsalus,salt-marsh ground cricket,Insecta,Orthoptera
351,547,Allonemobius tinnulus,tinkling ground cricket,Insecta,Orthoptera
352,548,Allonemobius walkeri,Walker's ground cricket,Insecta,Orthoptera
353,553,Alophoixus bres,Brown-cheeked Bulbul,Aves,Passeriformes
354,554,Alophoixus tephrogenys,Grey-cheeked Bulbul,Aves,Passeriformes
355,555,Iole finschii,Finsch's Bulbul,Aves,Passeriformes
356,557,Alophoixus flaveolus,White-throated Bulbul,Aves,Passeriformes
357,558,Alophoixus frater,Palawan Bulbul,Aves,Passeriformes
358,559,Alophoixus ochraceus,Ochraceous Bulbul,Aves,Passeriformes
359,560,Alophoixus ruficrissus,Penan Bulbul,Aves,Passeriformes
360,561,Alophoixus pallidus,Puff-throated Bulbul,Aves,Passeriformes
361,562,Alophoixus phaeocephalus,Yellow-bellied Bulbul,Aves,Passeriformes
362,563,Alopochelidon fucata,Tawny-headed Swallow,Aves,Passeriformes
363,564,Alopochen aegyptiaca,Egyptian Goose,Aves,Anseriformes
364,565,Alouatta belzebul,red-handed howler monkey,Mammalia,Primates
365,566,Alouatta caraya,black howler monkey,Mammalia,Primates
366,568,Alouatta guariba,brown howler monkey,Mammalia,Primates
367,569,Alouatta macconnelli,Guyanan red howler,Mammalia,Primates
368,570,Alouatta palliata,mantled howler monkey,Mammalia,Primates
369,571,Alouatta pigra,Mexican black howler monkey,Mammalia,Primates
370,573,Alouatta seniculus,red howler monkey,Mammalia,Primates
371,574,Alouatta,Alouatta,Mammalia,Primates
372,581,Alytes cisternasii,Alytes cisternasii,Amphibia,Anura
373,584,Alytes obstetricans,Alytes obstetricans,Amphibia,Anura
374,585,Amadina erythrocephala,Red-headed Finch,Aves,Passeriformes
375,586,Amadina fasciata,Cut-throat Finch,Aves,Passeriformes
376,587,Amalocichla incerta,Lesser Ground Robin,Aves,Passeriformes
377,588,Amalocichla sclateriana,Greater Ground Robin,Aves,Passeriformes
378,589,Amandava amandava,Red Avadavat,Aves,Passeriformes
