SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Troglodytidae sp.,Troglodytidae sp.,wren1,spuh,27405.0,,,UNWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Elachura formosa,Spotted elachura,spwbab1,species,27407.0,SPEL,ELFO,,Passeriformes,Spotted Elachura,Elachuridae,,,,elachu1
Cinclus cinclus,Melro-d'água,whtdip1,species,27409.0,WTDI,CICI,,Passeriformes,Dippers,Cinclidae,,,,cincli1
Cinclus pallasii,Brown dipper,brodip1,species,27423.0,BRDI,CIPA,,Passeriformes,Dippers,Cinclidae,,,,cincli1
Cinclus mexicanus,American dipper,amedip,species,27427.0,,CIME,AMDI,Passeriformes,Dippers,Cinclidae,,,,cincli1
Cinclus mexicanus [mexicanus Group],American dipper (Northern),amedip1,issf,27428.0,AMDI,CIME,,Passeriformes,Dippers,Cinclidae,amedip,,,cincli1
Cinclus mexicanus ardesiacus,American dipper (Costa Rican),amedip2,issf,27432.0,AMDI,CIME,,Passeriformes,Dippers,Cinclidae,amedip,,,cincli1
Cinclus leucocephalus,White-capped dipper,whcdip1,species,27433.0,WCDI,CILE,,Passeriformes,Dippers,Cinclidae,,,,cincli1
Cinclus leucocephalus rivularis,White-capped dipper (Santa Marta),whcdip2,issf,27434.0,WCDI,CILE,,Passeriformes,Dippers,Cinclidae,whcdip1,,,cincli1
Cinclus leucocephalus leuconotus,White-capped dipper (White-bellied),whcdip3,issf,27435.0,WCDI,CILE,,Passeriformes,Dippers,Cinclidae,whcdip1,,,cincli1
Cinclus leucocephalus leucocephalus,White-capped dipper (White-capped),whcdip4,issf,27436.0,WCDI,CILE,,Passeriformes,Dippers,Cinclidae,whcdip1,,,cincli1
Cinclus schulzii,Rufous-throated dipper,rutdip1,species,27437.0,RTDI,CISC,,Passeriformes,Dippers,Cinclidae,,,,cincli1
Buphagus erythroryncha,Red-billed oxpecker,reboxp1,species,27439.0,RBOX,BUER,,Passeriformes,Oxpeckers,Buphagidae,,,,buphag1
Buphagus africanus,Yellow-billed oxpecker,yeboxp1,species,27440.0,YBOX,BUAF,,Passeriformes,Oxpeckers,Buphagidae,,,,buphag1
Buphagus erythroryncha/africanus,Red-billed/Yellow-billed Oxpecker,y00825,slash,27443.0,YBOX RBOX,BUER BUAF,,Passeriformes,Oxpeckers,Buphagidae,,,,buphag1
Rhabdornis mystacalis,Stripe-sided rhabdornis,stsrha2,species,27445.0,SSRH SHRH,RHMY,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Rhabdornis grandis,Long-billed rhabdornis,lobrha1,species,27448.0,GRRH LBRH,RHGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Rhabdornis inornatus,Stripe-breasted rhabdornis,stbrha1,species,27449.0,SBRH,RHIN,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Rhabdornis rabori,Visayan rhabdornis,visrha1,species,27453.0,VIRH,RHRA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Enodes erythrophris,Fiery-browed myna,fibmyn1,species,27454.0,FBMY FBST,ENER,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Scissirostrum dubium,Finch-billed myna,fibmyn2,species,27455.0,FBMY GRST,SCDU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis metallica,Metallic starling,metsta1,species,27456.0,MHST MEST MCST,APME,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis metallica circumscripta,Metallic starling (Violet-hooded),metsta3,issf,27457.0,MHST VHST MCST MEST,APME,,Passeriformes,Starlings,Sturnidae,metsta1,,,sturni1
Aplonis metallica [metallica Group],Metallic starling (Metallic),metsta2,issf,27458.0,MHST MEST MCST,APME,,Passeriformes,Starlings,Sturnidae,metsta1,,,sturni1
Aplonis mystacea,Yellow-eyed starling,yeesta1,species,27463.0,YEST,APMY,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis crassa,Tanimbar starling,tansta1,species,27464.0,TAST,APCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis feadensis,Atoll starling,atosta1,species,27465.0,ATST,APFE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis insularis,Rennell starling,rensta1,species,27468.0,REST,APIN,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis magna,Long-tailed starling,lotsta1,species,27469.0,NGLT LTST,APMA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis brunneicapillus,White-eyed starling,whesta2,species,27472.0,WEST,APBR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis grandis,Brown-winged starling,brwsta1,species,27473.0,BWST,APGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis dichroa,Makira starling,sacsta1,species,27477.0,MAST,APDI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis zelandica,Rusty-winged starling,ruwsta1,species,27478.0,RWST,APZE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis striata,Striated starling,strsta1,species,27482.0,STST,APST,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis pelzelni,Pohnpei starling,pohsta1,species,27485.0,POST,APPE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis cantoroides,Singing starling,sinsta1,species,27486.0,SIST,APCA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis santovestris,Mountain starling,mousta1,species,27487.0,MOST,APSA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis panayensis,Asian glossy starling,asgsta1,species,27488.0,AGST,APPA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis mysolensis,Moluccan starling,molsta1,species,27503.0,MOST,APMY,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis minor,Estorninho-de-cauda-curta,shtsta1,species,27506.0,STST,APMI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis opaca,Micronesian starling,micsta1,species,27507.0,MIST,APOP,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis tabuensis,Polynesian starling,polsta1,species,27515.0,POST,APTA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis tabuensis [tabuensis Group],Polynesian starling (Polynesian),polsta2,issf,27516.0,POST,APTA,,Passeriformes,Starlings,Sturnidae,polsta1,,,sturni1
Aplonis tabuensis manuae,Polynesian starling (Manua),polsta3,issf,27528.0,POST,APTA,,Passeriformes,Starlings,Sturnidae,polsta1,,,sturni1
Aplonis atrifusca,Samoan starling,samsta1,species,27529.0,SAST,APAT,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis corvina,Kosrae starling,kossta1,species,27530.0,KOST,APCO,,Passeriformes,Starlings,Sturnidae,,true,1880,sturni1
Aplonis cinerascens,Rarotonga starling,rarsta1,species,27531.0,RAST,APCI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Aplonis mavornata,Mysterious starling,myssta1,species,27532.0,MYST MAST,APMA,,Passeriformes,Starlings,Sturnidae,,true,1825,sturni1
Aplonis fusca,Tasman starling,norsta1,species,27533.0,TAST NOST,APFU,,Passeriformes,Starlings,Sturnidae,,true,1923,sturni1
Aplonis ulietensis,Raiatea starling,raista2,species,27536.0,RAST,APUL,,Passeriformes,Starlings,Sturnidae,,true,1774,sturni1
Aplonis sp.,Aplonis sp.,aploni1,spuh,27537.0,,,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Basilornis celebensis,Sulawesi myna,sulmyn1,species,27538.0,SUMY,BACE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Basilornis galeatus,Helmeted myna,helmyn1,species,27539.0,HEMY,BAGA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Basilornis corythaix,Long-crested myna,locmyn1,species,27540.0,LCMY,BACO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Goodfellowia miranda,Apo myna,apomyn2,species,27541.0,APMY,GOMI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sarcops calvus,Coleto,coleto1,species,27542.0,COLE,SACA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Streptocitta albicollis,White-necked myna,whnmyn1,species,27546.0,SWNM WNMY,STAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Streptocitta albicollis torquata,White-necked myna (Northern),whnmyn2,issf,27547.0,SWNM WNMY,STAL,,Passeriformes,Starlings,Sturnidae,whnmyn1,,,sturni1
Streptocitta albicollis albicollis,White-necked myna (Southern),whnmyn3,issf,27548.0,SWNM WNMY,STAL,,Passeriformes,Starlings,Sturnidae,whnmyn1,,,sturni1
Streptocitta albertinae,Bare-eyed myna,baemyn1,species,27549.0,BEMY,STAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Mino dumontii,Yellow-faced myna,yefmyn1,species,27550.0,YFMY,MIDU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Mino anais,Golden myna,golmyn1,species,27551.0,GOMY,MIAN,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Mino kreffti,Long-tailed myna,lotmyn1,species,27555.0,LTMY,MIKR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Ampeliceps coronatus,Golden-crested myna,gocmyn1,species,27556.0,GCMY,AMCO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracula ptilogenys,Sri lanka myna,ceymyn1,species,27557.0,SLHM SLMY,GRPT,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracula religiosa,Common hill myna,hilmyn,species,27558.0,CHMY,GRRE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracula religiosa [religiosa Group],Common hill myna (Common),cohmyn1,issf,27559.0,CHMY,GRRE,,Passeriformes,Starlings,Sturnidae,hilmyn,,,sturni1
Gracula religiosa miotera,Common hill myna (Simeulue),cohmyn9,issf,27566.0,CHMY,GRRE,,Passeriformes,Starlings,Sturnidae,hilmyn,,,sturni1
Gracula religiosa robusta,Common hill myna (Nias),niamyn1,issf,27567.0,CHMY NHMY,GRRE,,Passeriformes,Starlings,Sturnidae,hilmyn,,,sturni1
Gracula religiosa enganensis,Common hill myna (Enggano),engmyn1,issf,27568.0,CHMY EHMY,GRRE,,Passeriformes,Starlings,Sturnidae,hilmyn,,,sturni1
Gracula venerata,Tenggara hill myna,cohmyn2,species,27569.0,THMY,GRVE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracula indica,Southern hill myna,sohmyn1,species,27570.0,SHMY,GRIN,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnus vulgaris,Estorninho-malhado,eursta,species,27571.0,COST,STVU,EUST,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnus unicolor,Estorninho-preto,sposta1,species,27584.0,SPST,STUN,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnus vulgaris/unicolor,Estorninho-malhado/Estorninho-preto,y00626,slash,27585.0,SPST EUST COST,STUN STVU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Creatophora cinerea,Wattled starling,watsta1,species,27586.0,WAST,CRCI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Pastor roseus,Estorninho-rosado,rossta2,species,27587.0,RCST ROST,PARO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Agropsar sturninus,Estorninho-dáurico,dausta1,species,27588.0,DAST PBST,AGST,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Agropsar philippensis,Chestnut-cheeked starling,chcsta1,species,27589.0,CCST,AGPH,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Agropsar sturninus/philippensis,Daurian/Chestnut-cheeked Starling,y00756,slash,27590.0,DAST CCST PBST,AGPH AGST,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica nigricollis,Black-collared starling,bkcsta1,species,27591.0,BCST,GRNI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica contra,Indian pied starling,aspsta2,species,27592.0,IPMY APST IPST,GRCO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica floweri,Siamese pied starling,aspsta7,species,27596.0,SPST TPST APST SPMY,GRFL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica jalla,Javan pied starling,aspsta3,species,27597.0,JPMY JPST,GRJA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica contra/floweri/jalla,pied starling sp.,piesta1,spuh,27598.0,,,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnornis albofrontatus,White-faced starling,whfsta2,species,27599.0,WFST,STAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Leucopsar rothschildi,Bali myna,balmyn1,species,27600.0,BAMY,LERO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Necropsar rodericanus,Rodrigues starling,rodsta2,species,27601.0,ROST,NERO,,Passeriformes,Starlings,Sturnidae,,true,1750,sturni1
Fregilupus varius,Reunion starling,reusta1,species,27602.0,HOST REST,FRVA,,Passeriformes,Starlings,Sturnidae,,true,1860,sturni1
Sturnia sinensis,White-shouldered starling,whssta2,species,27603.0,WSST,STSI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia pagodarum,Brahminy starling,brasta1,species,27604.0,BRST,STPA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia malabarica,Chestnut-tailed starling,chtsta2,species,27605.0,CTST,STMA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia malabarica malabarica,Chestnut-tailed starling (Western),chtsta1,issf,27606.0,CTST,STMA,,Passeriformes,Starlings,Sturnidae,chtsta2,,,sturni1
Sturnia malabarica nemoricola,Chestnut-tailed starling (Eastern),chtsta3,issf,27607.0,CTST,STMA,,Passeriformes,Starlings,Sturnidae,chtsta2,,,sturni1
Gracupica contra x Sturnia malabarica,Indian pied x chestnut-tailed starling (hybrid),x01027,hybrid,27608.0,IPMY IPST CTST APST,GRCO STMA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia blythii,Malabar starling,malsta1,species,27609.0,CTST MAST,STBL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia malabarica/blythii,Chestnut-tailed/Malabar Starling,y00824,slash,27610.0,CTST MAST,STBL STMA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Sturnia erythropygia,White-headed starling,whhsta2,species,27611.0,WHST,STER,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Spodiopsar sericeus,Red-billed starling,rebsta1,species,27615.0,RBST,SPSE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Spodiopsar cineraceus,White-cheeked starling,whcsta1,species,27616.0,WCST,SPCI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis,Mainato-de-mascarilha-amarela,commyn,species,27617.0,,ACTR,COMY,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres ginginianus,Bank myna,banmyn1,species,27620.0,BAMY,ACGI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres burmannicus,Burmese myna,vibsta1,species,27621.0,BUMY BUST,ACBU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres leucocephalus,Vinous-breasted myna,vibsta4,species,27622.0,VBMY VBST,ACLE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres burmannicus/leucocephalus,Burmese/Vinous-breasted Myna,vibsta3,slash,27623.0,VBMY BUMY BUST VBST,ACLE ACBU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres melanopterus,Black-winged myna,bkwsta1,species,27624.0,BWST BWMY,ACME,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres melanopterus melanopterus,Black-winged myna (Black-winged),bkwsta2,issf,27625.0,BWST BWMY,ACME,,Passeriformes,Starlings,Sturnidae,bkwsta1,,,sturni1
Acridotheres melanopterus tricolor,Black-winged myna (Gray-backed),bkwsta3,issf,27626.0,BWST BWMY,ACME,,Passeriformes,Starlings,Sturnidae,bkwsta1,,,sturni1
Acridotheres melanopterus tertius,Black-winged myna (Gray-rumped),bkwsta4,issf,27627.0,BWST BWMY,ACME,,Passeriformes,Starlings,Sturnidae,bkwsta1,,,sturni1
Acridotheres fuscus,Jungle myna,junmyn1,species,27628.0,JUMY,ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus mahrattensis,Jungle myna (Blue-eyed),junmyn3,issf,27629.0,JUMY,ACFU,,Passeriformes,Starlings,Sturnidae,junmyn1,,,sturni1
Acridotheres fuscus [fuscus Group],Jungle myna (Yellow-eyed),junmyn6,issf,27630.0,JUMY,ACFU,,Passeriformes,Starlings,Sturnidae,junmyn1,,,sturni1
Acridotheres burmannicus x fuscus,Burmese x jungle myna (hybrid),x01056,hybrid,27634.0,BUMY JUMY BUST,ACFU ACBU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis/fuscus,Common/Jungle Myna,y00823,slash,27635.0,JUMY COMY,ACTR ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres javanicus,Javan myna,whvmyn,species,27636.0,JAMY,ACJA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus x javanicus,Jungle x javan myna (hybrid),x01028,hybrid,27637.0,JAMY JUMY,ACJA ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres cinereus,Mainato-de-barriga-branca,pabmyn1,species,27638.0,PBMY,ACCI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres albocinctus,Collared myna,colmyn1,species,27639.0,COMY,ACAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres grandis,Great myna,whvmyn1,species,27640.0,GRMY,ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica nigricollis x Acridotheres grandis,Black-collared starling x great myna (hybrid),x00468,hybrid,27641.0,BCST GRMY,GRNI ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica floweri x Acridotheres grandis,Siamese pied starling x great myna (hybrid),x01136,hybrid,27642.0,SPST TPST APST GRMY SPMY,GRFL ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis x grandis,Common x great myna (hybrid),x00469,hybrid,27643.0,GRMY COMY,ACTR ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres leucocephalus x grandis,Vinous-breasted x great myna (hybrid),x01160,hybrid,27644.0,VBMY VBST GRMY,ACLE ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus x grandis,Jungle x great myna (hybrid),x01029,hybrid,27645.0,JUMY GRMY,ACGR ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres javanicus x grandis,Javan x great myna (hybrid),x00893,hybrid,27646.0,JAMY GRMY,ACJA ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres cristatellus,Mainato-de-poupa,cremyn,species,27647.0,CRMY,ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Spodiopsar cineraceus x Acridotheres cristatellus,White-cheeked starling x crested myna (hybrid),x01083,hybrid,27651.0,CRMY WCST,SPCI ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis x cristatellus,Mainato-de-mascarilha-amarela x mainato-de-poupa (híbrido),x01030,hybrid,27652.0,CRMY COMY,ACTR ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres albocinctus x cristatellus,Collared x crested myna (hybrid),x01031,hybrid,27653.0,CRMY COMY,ACAL ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus/cristatellus,Jungle/Crested Myna,y01011,slash,27654.0,CRMY JUMY,ACFU ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres sp. (black myna sp.),mainato (Acridotheres) sp.,blkmyn1,spuh,27655.0,,,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres sp.,mainato (Acridotheres preto) sp.,acrido1,spuh,27656.0,,,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Hartlaubius auratus,Madagascar starling,madsta1,species,27657.0,MAST,HAAU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Cinnyricinclus leucogaster,Violet-backed starling,vibsta2,species,27658.0,VBST,CILE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus tenuirostris,Slender-billed starling,slbsta1,species,27662.0,SBST,ONTE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus nabouroup,Pale-winged starling,pawsta1,species,27665.0,PWST,ONNA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus neumanni,Neumann's starling,neusta1,species,27666.0,NEST,ONNE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus morio,Red-winged starling,rewsta1,species,27669.0,RWST,ONMO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus fulgidus,Chestnut-winged starling,chwsta1,species,27672.0,CWST,ONFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus fulgidus fulgidus,Chestnut-winged starling (Chestnut-winged),chwsta2,issf,27673.0,CWST,ONFU,,Passeriformes,Starlings,Sturnidae,chwsta1,,,sturni1
Onychognathus fulgidus hartlaubii/intermedius,Chestnut-winged starling (Hartlaub's),chwsta3,issf,27674.0,CWST,ONFU,,Passeriformes,Starlings,Sturnidae,chwsta1,,,sturni1
Onychognathus walleri,Waller's starling,walsta1,species,27677.0,WAST,ONWA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus walleri preussi,Waller's starling (Preuss's),walsta3,issf,27678.0,WAST,ONWA,,Passeriformes,Starlings,Sturnidae,walsta1,,,sturni1
Onychognathus walleri elgonensis,Waller's starling (Albertine),walsta4,issf,27679.0,WAST,ONWA,,Passeriformes,Starlings,Sturnidae,walsta1,,,sturni1
Onychognathus walleri walleri,Waller's starling (Waller's),walsta5,issf,27680.0,WAST,ONWA,,Passeriformes,Starlings,Sturnidae,walsta1,,,sturni1
Onychognathus tristramii,Estorninho-d'asa-ruiva,trista1,species,27681.0,TRST,ONTR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus albirostris,White-billed starling,whbsta1,species,27682.0,WBST,ONAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus salvadorii,Bristle-crowned starling,brcsta1,species,27683.0,BCST,ONSA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus blythii,Somali starling,somsta1,species,27684.0,SOST,ONBL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Onychognathus frater,Socotra starling,socsta1,species,27685.0,SOST,ONFR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Saroglossa spilopterus,Spot-winged starling,spwsta1,species,27686.0,SWST,SASP,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Neocichla gutturalis,Babbling starling,babsta1,species,27687.0,BAST,NEGU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Neocichla gutturalis gutturalis,Babbling starling (Western),babsta2,issf,27688.0,BAST,NEGU,,Passeriformes,Starlings,Sturnidae,babsta1,,,sturni1
Neocichla gutturalis angusta,Babbling starling (Eastern),babsta3,issf,27689.0,BAST,NEGU,,Passeriformes,Starlings,Sturnidae,babsta1,,,sturni1
Grafisia torquata,White-collared starling,whcsta2,species,27690.0,WCST,GRTO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Speculipastor bicolor,Magpie starling,magsta1,species,27691.0,MAST,SPBI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Pholia sharpii,Sharpe's starling,shasta2,species,27692.0,SHST,PHSH,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Arizelopsar femoralis,Abbott's starling,abbsta2,species,27693.0,ABST,ARFE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Poeoptera lugubris,Narrow-tailed starling,natsta1,species,27694.0,NTST,POLU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Poeoptera stuhlmanni,Stuhlmann's starling,stusta1,species,27695.0,STST,POST,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Poeoptera kenricki,Kenrick's starling,kensta1,species,27696.0,KEST,POKE,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Notopholia corusca,Estorninho-de-barriga-preta,bbgsta1,species,27699.0,BBST,NOCO,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Hylopsar purpureiceps,Purple-headed starling,phgsta1,species,27702.0,PHST,HYPU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Hylopsar cupreocauda,Copper-tailed starling,ctgsta1,species,27703.0,CTST,HYCU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis hildebrandti,Hildebrandt's starling,hilsta1,species,27704.0,HIST,LAHI,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis shelleyi,Shelley's starling,shesta1,species,27705.0,SHST,LASH,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis australis,Burchell's starling,bugsta1,species,27706.0,BUST,LAAU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis purpuroptera,Rüppell's starling,ruegls1,species,27707.0,RUST RÜST,LAPU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis caudatus,Long-tailed glossy starling,ltgsta1,species,27710.0,LTGS,LACA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Lamprotornis mevesii,Meves's starling,megsta1,species,27711.0,MEST MLTS,LAME,,Passeriformes,Starlings,Sturnidae,,,,sturni1
